#Data tag : 24v2 , Norm tag: composite
+--------------+-------------------+------+----------------------------+----------------+---------------+
| run:fill     | time              | ncms | hltpath                    | delivered(/fb) | recorded(/fb) |
| 383173:9900  | 07/14/24 19:48:15 | 929  | HLT_PFHT280_QuadPFJet30_v7 | 0.002100817    | 0.001949710   |
| 383174:9900  | 07/15/24 01:54:31 | 1021 | HLT_PFHT280_QuadPFJet30_v7 | 0.002631143    | 0.002440320   |
| 383175:9900  | 07/15/24 08:35:34 | 158  | HLT_PFHT280_QuadPFJet30_v7 | 0.000422923    | 0.000395686   |
| 383247:9904  | 07/15/24 23:52:58 | 108  | HLT_PFHT280_QuadPFJet30_v7 | 0.000418722    | 0.000394458   |
| 383254:9905  | 07/16/24 03:16:42 | 1222 | HLT_PFHT280_QuadPFJet30_v7 | 0.005834567    | 0.005424378   |
| 383255:9905  | 07/16/24 11:15:11 | 915  | HLT_PFHT280_QuadPFJet30_v7 | 0.003214108    | 0.003082943   |
| 383275:9906  | 07/16/24 20:29:35 | 177  | HLT_PFHT280_QuadPFJet30_v7 | 0.000764431    | 0.000668043   |
| 383276:9906  | 07/16/24 21:41:35 | 292  | HLT_PFHT280_QuadPFJet30_v7 | 0.001425949    | 0.001329869   |
| 383277:9906  | 07/16/24 23:40:05 | 676  | HLT_PFHT280_QuadPFJet30_v7 | 0.003292695    | 0.003088590   |
| 383323:9910  | 07/17/24 13:35:57 | 1259 | HLT_PFHT280_QuadPFJet30_v7 | 0.005454578    | 0.005068368   |
| 383326:9910  | 07/17/24 22:14:32 | 516  | HLT_PFHT280_QuadPFJet30_v7 | 0.000142087    | 0.000105715   |
| 383363:9911  | 07/18/24 09:52:44 | 738  | HLT_PFHT280_QuadPFJet30_v7 | 0.003454845    | 0.003227590   |
| 383365:9911  | 07/18/24 14:48:58 | 49   | HLT_PFHT280_QuadPFJet30_v7 | 0.000239164    | 0.000214064   |
| 383366:9911  | 07/18/24 15:11:12 | 27   | HLT_PFHT280_QuadPFJet30_v7 | 0.000132577    | 0.000114363   |
| 383367:9911  | 07/18/24 15:24:35 | 176  | HLT_PFHT280_QuadPFJet30_v7 | 0.000859235    | 0.000797721   |
| 383368:9911  | 07/18/24 17:16:22 | 1037 | HLT_PFHT280_QuadPFJet30_v7 | 0.003640020    | 0.003505746   |
| 383377:9912  | 07/19/24 03:48:39 | 279  | HLT_PFHT280_QuadPFJet30_v7 | 0.001256757    | 0.001175062   |
| 383417:9917  | 07/20/24 01:05:27 | 779  | HLT_PFHT280_QuadPFJet30_v7 | 0.003676339    | 0.003412813   |
| 383418:9917  | 07/20/24 06:11:07 | 917  | HLT_PFHT280_QuadPFJet30_v7 | 0.000874875    | 0.001103676   |
| 383447:9920  | 07/20/24 20:44:24 | 474  | HLT_PFHT280_QuadPFJet30_v7 | 0.002197450    | 0.002047851   |
| 383448:9920  | 07/20/24 23:49:52 | 465  | HLT_PFHT280_QuadPFJet30_v7 | 0.002267713    | 0.002088328   |
| 383449:9920  | 07/21/24 02:51:34 | 1248 | HLT_PFHT280_QuadPFJet30_v7 | 0.004519335    | 0.004331055   |
| 383467:9921  | 07/21/24 13:30:14 | 177  | HLT_PFHT280_QuadPFJet30_v7 | 0.000749308    | 0.000687884   |
| 383468:9921  | 07/21/24 14:41:34 | 2148 | HLT_PFHT280_QuadPFJet30_v7 | 0.008222480    | 0.007790209   |
| 383485:9923  | 07/22/24 08:25:14 | 77   | HLT_PFHT280_QuadPFJet30_v7 | 0.000260796    | 0.000239858   |
| 383486:9923  | 07/22/24 08:56:37 | 116  | HLT_PFHT280_QuadPFJet30_v7 | 0.000558775    | 0.000462739   |
| 383487:9923  | 07/22/24 09:47:12 | 2040 | HLT_PFHT280_QuadPFJet30_v7 | 0.008507125    | 0.008001461   |
| 383496:9925  | 07/23/24 02:52:20 | 181  | HLT_PFHT280_QuadPFJet30_v7 | 0.000792731    | 0.000728082   |
| 383512:9926  | 07/23/24 06:46:08 | 1755 | HLT_PFHT280_QuadPFJet30_v7 | 0.007957343    | 0.007435067   |
| 383514:9926  | 07/23/24 19:13:08 | 139  | HLT_PFHT280_QuadPFJet30_v7 | 0.000390874    | 0.000378449   |
| 383536:9927  | 07/24/24 02:13:47 | 164  | HLT_PFHT280_QuadPFJet30_v7 | -0.000969362   | -0.000928919  |
| 383537:9927  | 07/24/24 03:19:59 | 76   | HLT_PFHT280_QuadPFJet30_v7 | 0.000370373    | 0.000330860   |
| 383541:9927  | 07/24/24 04:01:38 | 302  | HLT_PFHT280_QuadPFJet30_v7 | 0.001470921    | 0.001372464   |
| 383629:9931  | 07/25/24 00:40:18 | 190  | HLT_PFHT280_QuadPFJet30_v7 | 0.000809655    | 0.000764488   |
| 383630:9931  | 07/25/24 01:56:21 | 295  | HLT_PFHT280_QuadPFJet30_v7 | 0.001396212    | 0.001317720   |
| 383631:9931  | 07/25/24 03:56:49 | 1675 | HLT_PFHT280_QuadPFJet30_v7 | 0.006086076    | 0.005703737   |
| 383647:9932  | 07/25/24 17:03:23 | 107  | HLT_PFHT280_QuadPFJet30_v7 | 0.000412923    | 0.000379295   |
| 383648:9932  | 07/25/24 17:46:40 | 232  | HLT_PFHT280_QuadPFJet30_v7 | -0.001088337   | -0.001017739  |
| 383649:9932  | 07/25/24 19:18:20 | 342  | HLT_PFHT280_QuadPFJet30_v7 | 0.001668791    | 0.001539878   |
| 383650:9932  | 07/25/24 21:33:00 | 41   | HLT_PFHT280_QuadPFJet30_v7 | 0.000199970    | 0.000174229   |
| 383661:9934  | 07/26/24 01:47:35 | 101  | HLT_PFHT280_QuadPFJet30_v7 | 0.000378878    | 0.000346310   |
| 383662:9934  | 07/26/24 02:30:01 | 177  | HLT_PFHT280_QuadPFJet30_v7 | 0.000861886    | 0.000786231   |
| 383669:9935  | 07/26/24 05:40:30 | 639  | HLT_PFHT280_QuadPFJet30_v7 | 0.003018254    | 0.002804574   |
| 383687:9936  | 07/26/24 12:06:39 | 476  | HLT_PFHT280_QuadPFJet30_v7 | 0.002223987    | 0.002059123   |
| 383692:9937  | 07/26/24 17:20:31 | 859  | HLT_PFHT280_QuadPFJet30_v7 | 0.004074137    | 0.003720487   |
| 383693:9937  | 07/26/24 22:56:12 | 155  | HLT_PFHT280_QuadPFJet30_v7 | 0.000753638    | 0.000682508   |
| 383694:9937  | 07/27/24 00:04:45 | 30   | HLT_PFHT280_QuadPFJet30_v7 | 0.000140210    | 0.000087903   |
| 383695:9937  | 07/27/24 00:19:44 | 739  | HLT_PFHT280_QuadPFJet30_v7 | 0.002836691    | 0.002666401   |
| 383712:9939  | 07/27/24 08:34:14 | 1552 | HLT_PFHT280_QuadPFJet30_v7 | 0.007178222    | 0.006674359   |
| 383724:9939  | 07/27/24 19:49:20 | 192  | HLT_PFHT280_QuadPFJet30_v7 | 0.000619546    | 0.000597792   |
| 383740:9941  | 07/28/24 01:30:34 | 676  | HLT_PFHT280_QuadPFJet30_v7 | 0.003149206    | 0.002897069   |
| 383741:9941  | 07/28/24 05:57:18 | 574  | HLT_PFHT280_QuadPFJet30_v7 | 0.000835659    | 0.000712729   |
| 383756:9942  | 07/28/24 12:25:37 | 1365 | HLT_PFHT280_QuadPFJet30_v7 | 0.006388515    | 0.005932279   |
| 383758:9942  | 07/28/24 21:50:52 | 25   | HLT_PFHT280_QuadPFJet30_v7 | 0.000095797    | 0.000089841   |
| 383767:9943  | 07/29/24 00:29:10 | 1603 | HLT_PFHT280_QuadPFJet30_v7 | 0.007117094    | 0.006563824   |
| 383779:9943  | 07/29/24 10:56:46 | 173  | HLT_PFHT280_QuadPFJet30_v7 | 0.000581379    | 0.000557970   |
| 383811:9945  | 07/29/24 16:52:12 | 41   | HLT_PFHT280_QuadPFJet30_v8 | 0.000131178    | 0.000112775   |
| 383812:9945  | 07/29/24 17:11:17 | 338  | HLT_PFHT280_QuadPFJet30_v8 | 0.001648793    | 0.001484825   |
| 383813:9945  | 07/29/24 19:26:00 | 104  | HLT_PFHT280_QuadPFJet30_v8 | 0.000506487    | 0.000461690   |
| 383814:9945  | 07/29/24 20:12:38 | 1244 | HLT_PFHT280_QuadPFJet30_v8 | 0.005521833    | 0.005162939   |
| 383830:9947  | 07/30/24 08:01:55 | 124  | HLT_PFHT280_QuadPFJet30_v8 | 0.000526532    | 0.000464287   |
| 383832:9947  | 07/30/24 08:59:00 | 405  | HLT_PFHT280_QuadPFJet30_v8 | 0.001978626    | 0.001769201   |
| 383833:9947  | 07/30/24 11:39:37 | 173  | HLT_PFHT280_QuadPFJet30_v8 | 0.000844630    | 0.000773407   |
| 383834:9947  | 07/30/24 12:49:56 | 438  | HLT_PFHT280_QuadPFJet30_v8 | 0.002113379    | 0.001956401   |
| 383854:9951  | 07/30/24 20:32:22 | 1088 | HLT_PFHT280_QuadPFJet30_v8 | 0.005222529    | 0.004777024   |
| 383855:9951  | 07/31/24 03:37:50 | 905  | HLT_PFHT280_QuadPFJet30_v8 | 0.003160771    | 0.002983213   |
| 383900:9960  | 07/31/24 15:53:42 | 29   | HLT_PFHT280_QuadPFJet30_v8 | 0.000076080    | 0.000072543   |
| 383907:9962  | 08/01/24 01:35:28 | 615  | HLT_PFHT280_QuadPFJet30_v8 | 0.002918450    | 0.002639187   |
| 383908:9962  | 08/01/24 05:40:03 | 16   | HLT_PFHT280_QuadPFJet30_v8 | 0.000077963    | 0.000068251   |
| 383948:9967  | 08/01/24 21:31:59 | 882  | HLT_PFHT280_QuadPFJet30_v8 | 0.003632783    | 0.003314041   |
| 383949:9967  | 08/02/24 03:17:58 | 905  | HLT_PFHT280_QuadPFJet30_v8 | 0.003849753    | 0.003639721   |
| 383996:9969  | 08/02/24 14:25:58 | 2192 | HLT_PFHT280_QuadPFJet30_v8 | 0.009103866    | 0.008598715   |
| 384014:9970  | 08/03/24 07:49:48 | 378  | HLT_PFHT280_QuadPFJet30_v8 | 0.001680475    | 0.001578629   |
| 384029:9971  | 08/03/24 12:39:06 | 443  | HLT_PFHT280_QuadPFJet30_v8 | 0.001994305    | 0.001867656   |
| 384052:9973  | 08/04/24 01:26:33 | 2135 | HLT_PFHT280_QuadPFJet30_v8 | 0.008932083    | 0.008381210   |
| 384069:9974  | 08/04/24 17:15:47 | 1220 | HLT_PFHT280_QuadPFJet30_v8 | 0.005662435    | 0.005127578   |
| 384070:9974  | 08/05/24 01:14:33 | 678  | HLT_PFHT280_QuadPFJet30_v8 | 0.002528324    | 0.002396852   |
| 384124:9978  | 08/05/24 19:07:55 | 69   | HLT_PFHT280_QuadPFJet30_v8 | 0.000229084    | 0.000202810   |
| 384126:9978  | 08/05/24 19:39:34 | 20   | HLT_PFHT280_QuadPFJet30_v8 | 0.000094098    | 0.000061965   |
| 384127:9978  | 08/05/24 19:50:44 | 15   | HLT_PFHT280_QuadPFJet30_v8 | 0.000070858    | 0.000062114   |
| 384128:9978  | 08/05/24 20:00:38 | 1613 | HLT_PFHT280_QuadPFJet30_v8 | 0.007233939    | 0.006791085   |
| 384187:9982  | 08/06/24 20:53:18 | 384  | HLT_PFHT280_QuadPFJet30_v8 | 0.001650757    | 0.001521797   |
| 384188:9982  | 08/06/24 23:24:44 | 255  | HLT_PFHT280_QuadPFJet30_v8 | 0.001205366    | 0.001124829   |
| 384202:9983  | 08/07/24 12:18:48 | 1760 | HLT_PFHT280_QuadPFJet30_v8 | 0.007781869    | 0.007326946   |
| 384203:9983  | 08/07/24 23:45:17 | 8    | HLT_PFHT280_QuadPFJet30_v8 | 0.000026845    | 0.000022468   |
| 384204:9983  | 08/07/24 23:51:26 | 215  | HLT_PFHT280_QuadPFJet30_v8 | 0.000668241    | 0.000630854   |
| 384209:9984  | 08/08/24 07:07:55 | 783  | HLT_PFHT280_QuadPFJet30_v8 | 0.003611964    | 0.003356661   |
| 384238:9986  | 08/08/24 17:13:57 | 493  | HLT_PFHT280_QuadPFJet30_v8 | 0.002238886    | 0.002084683   |
| 384239:9986  | 08/08/24 20:45:15 | 1321 | HLT_PFHT280_QuadPFJet30_v8 | 0.005645353    | 0.005338333   |
| 384244:9986  | 08/09/24 06:26:50 | 146  | HLT_PFHT280_QuadPFJet30_v8 | 0.000417404    | 0.000404422   |
| 384264:9987  | 08/09/24 11:29:13 | 969  | HLT_PFHT280_QuadPFJet30_v8 | 0.003983417    | 0.003684943   |
| 384265:9987  | 08/09/24 17:49:26 | 408  | HLT_PFHT280_QuadPFJet30_v8 | 0.001878582    | 0.001759416   |
| 384290:9989  | 08/10/24 20:15:12 | 111  | HLT_PFHT280_QuadPFJet30_v8 | 0.000522073    | 0.000451983   |
| 384291:9989  | 08/10/24 21:33:54 | 1630 | HLT_PFHT280_QuadPFJet30_v8 | 0.005960473    | 0.005596245   |
| 384318:9992  | 08/11/24 12:35:40 | 33   | HLT_PFHT280_QuadPFJet30_v8 | 0.000067934    | 0.000064420   |
| 384322:9994  | 08/11/24 18:20:51 | 697  | HLT_PFHT280_QuadPFJet30_v8 | 0.003209130    | 0.002967981   |
| 384323:9994  | 08/11/24 22:57:34 | 432  | HLT_PFHT280_QuadPFJet30_v8 | 0.002042345    | 0.001907355   |
| 384331:9995  | 08/12/24 03:58:07 | 590  | HLT_PFHT280_QuadPFJet30_v8 | 0.002701334    | 0.002493400   |
| 384332:9995  | 08/12/24 07:49:44 | 529  | HLT_PFHT280_QuadPFJet30_v8 | 0.002499069    | 0.002321875   |
| 384377:9996  | 08/12/24 18:27:38 | 394  | HLT_PFHT280_QuadPFJet30_v8 | 0.001769833    | 0.001630176   |
| 384378:9996  | 08/12/24 21:06:29 | 168  | HLT_PFHT280_QuadPFJet30_v8 | 0.000792486    | 0.000721477   |
| 384380:9996  | 08/12/24 22:50:43 | 27   | HLT_PFHT280_QuadPFJet30_v8 | 0.000128017    | 0.000116592   |
| 384382:9996  | 08/12/24 23:17:40 | 159  | HLT_PFHT280_QuadPFJet30_v8 | 0.000750903    | 0.000697479   |
| 384383:9996  | 08/13/24 01:10:37 | 1000 | HLT_PFHT280_QuadPFJet30_v8 | 0.003474268    | 0.003274298   |
| 384406:10000 | 08/13/24 14:20:29 | 599  | HLT_PFHT280_QuadPFJet30_v8 | 0.002724594    | 0.002547494   |
| 384413:10001 | 08/13/24 20:26:14 | 1950 | HLT_PFHT280_QuadPFJet30_v8 | 0.008362646    | 0.007850787   |
| 384446:10002 | 08/14/24 12:08:34 | 244  | HLT_PFHT280_QuadPFJet30_v8 | 0.001128361    | 0.001049700   |
| 384464:10004 | 08/14/24 18:47:13 | 248  | HLT_PFHT280_QuadPFJet30_v8 | 0.001065107    | 0.000995744   |
| 384468:10005 | 08/14/24 23:38:21 | 1912 | HLT_PFHT280_QuadPFJet30_v8 | 0.008234169    | 0.007646718   |
| 384485:10006 | 08/15/24 14:45:03 | 94   | HLT_PFHT280_QuadPFJet30_v8 | 0.000305018    | 0.000283553   |
| 384486:10006 | 08/15/24 15:25:50 | 34   | HLT_PFHT280_QuadPFJet30_v8 | 0.000160561    | 0.000144031   |
| 384487:10006 | 08/15/24 15:42:19 | 30   | HLT_PFHT280_QuadPFJet30_v8 | 0.000141891    | 0.000128182   |
| 384489:10006 | 08/15/24 16:02:32 | 29   | HLT_PFHT280_QuadPFJet30_v8 | 0.000136957    | 0.000121303   |
| 384490:10006 | 08/15/24 16:17:13 | 31   | HLT_PFHT280_QuadPFJet30_v8 | 0.000146212    | 0.000131512   |
| 384491:10006 | 08/15/24 16:32:41 | 31   | HLT_PFHT280_QuadPFJet30_v8 | 0.000146074    | 0.000133527   |
| 384492:10006 | 08/15/24 16:48:32 | 1611 | HLT_PFHT280_QuadPFJet30_v8 | 0.005422593    | 0.005066152   |
| 384565:10010 | 08/16/24 21:29:08 | 1711 | HLT_PFHT280_QuadPFJet30_v8 | 0.007130773    | 0.006589954   |
| 384579:10012 | 08/17/24 11:16:57 | 538  | HLT_PFHT280_QuadPFJet30_v8 | 0.001567613    | 0.001412487   |
| 384591:10013 | 08/17/24 17:20:39 | 157  | HLT_PFHT280_QuadPFJet30_v8 | 0.000603421    | 0.000551065   |
| 384593:10013 | 08/17/24 18:32:49 | 137  | HLT_PFHT280_QuadPFJet30_v8 | 0.000648099    | 0.000599158   |
| 384610:10014 | 08/17/24 22:43:48 | 405  | HLT_PFHT280_QuadPFJet30_v8 | 0.001488270    | 0.001415228   |
| 384614:10016 | 08/18/24 05:44:59 | 1255 | HLT_PFHT280_QuadPFJet30_v8 | 0.005784646    | 0.005371356   |
| 385016:10061 | 08/26/24 19:27:38 | 773  | HLT_PFHT280_QuadPFJet30_v8 | 0.003564184    | 0.003330570   |
| 384638:10017 | 08/18/24 17:19:49 | 532  | HLT_PFHT280_QuadPFJet30_v8 | 0.002428168    | 0.002150164   |
| 384644:10017 | 08/18/24 21:25:07 | 1046 | HLT_PFHT280_QuadPFJet30_v8 | 0.004641444    | 0.004228449   |
| 384933:10049 | 08/23/24 19:17:08 | 623  | HLT_PFHT280_QuadPFJet30_v8 | 0.002830447    | 0.002649180   |
| 384934:10049 | 08/23/24 23:22:15 | 4    | HLT_PFHT280_QuadPFJet30_v8 | 0.000018384    | 0.000016539   |
| 384935:10049 | 08/23/24 23:30:44 | 1327 | HLT_PFHT280_QuadPFJet30_v8 | 0.005359449    | 0.005131852   |
| 384950:10050 | 08/24/24 09:59:15 | 176  | HLT_PFHT280_QuadPFJet30_v8 | 0.000752395    | 0.000680308   |
| 384951:10050 | 08/24/24 11:11:49 | 961  | HLT_PFHT280_QuadPFJet30_v8 | 0.004553052    | 0.004279611   |
| 384963:10052 | 08/24/24 21:20:42 | 2106 | HLT_PFHT280_QuadPFJet30_v8 | 0.009147641    | 0.008655392   |
| 384981:10056 | 08/25/24 14:30:56 | 2101 | HLT_PFHT280_QuadPFJet30_v8 | 0.009110420    | 0.008619795   |
| 385012:10059 | 08/26/24 14:29:58 | 275  | HLT_PFHT280_QuadPFJet30_v8 | 0.001191123    | 0.001109530   |
| 385094:10066 | 08/28/24 20:30:28 | 951  | HLT_PFHT280_QuadPFJet30_v8 | 0.004406515    | 0.004142045   |
| 385100:10068 | 08/29/24 06:12:48 | 17   | HLT_PFHT280_QuadPFJet30_v8 | 0.000030178    | 0.000028185   |
| 385127:10069 | 08/29/24 11:21:07 | 2039 | HLT_PFHT280_QuadPFJet30_v8 | 0.008711460    | 0.008251279   |
| 385134:10070 | 08/30/24 02:46:58 | 304  | HLT_PFHT280_QuadPFJet30_v8 | 0.001340764    | 0.001261468   |
| 385142:10072 | 08/30/24 07:48:37 | 1936 | HLT_PFHT280_QuadPFJet30_v8 | 0.008307232    | 0.007844106   |
| 385152:10073 | 08/31/24 00:23:41 | 1160 | HLT_PFHT280_QuadPFJet30_v8 | 0.005353444    | 0.004988922   |
| 385153:10073 | 08/31/24 07:59:36 | 852  | HLT_PFHT280_QuadPFJet30_v8 | 0.003252423    | 0.003099151   |
| 385168:10074 | 08/31/24 17:44:44 | 2056 | HLT_PFHT280_QuadPFJet30_v8 | 0.008847020    | 0.008364209   |
| 385178:10075 | 09/01/24 09:25:43 | 504  | HLT_PFHT280_QuadPFJet30_v8 | 0.000676867    | 0.000609983   |
| 385194:10077 | 09/01/24 18:18:28 | 1401 | HLT_PFHT280_QuadPFJet30_v8 | 0.004950588    | 0.004600246   |
| 385260:10082 | 09/03/24 09:38:15 | 543  | HLT_PFHT280_QuadPFJet30_v8 | 0.001937649    | 0.001801733   |
| 385281:10084 | 09/03/24 18:30:31 | 1385 | HLT_PFHT280_QuadPFJet30_v8 | 0.005840653    | 0.005483780   |
| 385284:10084 | 09/04/24 04:04:19 | 133  | HLT_PFHT280_QuadPFJet30_v8 | 0.000525945    | 0.000501712   |
| 385285:10084 | 09/04/24 05:07:39 | 289  | HLT_PFHT280_QuadPFJet30_v8 | 0.001000421    | 0.000936057   |
| 385286:10084 | 09/04/24 07:10:58 | 1447 | HLT_PFHT280_QuadPFJet30_v8 | 0.003472755    | 0.003377016   |
| 385311:10086 | 09/04/24 20:10:28 | 106  | HLT_PFHT280_QuadPFJet30_v8 | 0.000383880    | 0.000323964   |
| 385312:10086 | 09/04/24 20:55:00 | 430  | HLT_PFHT280_QuadPFJet30_v8 | 0.002038478    | 0.001908257   |
| 385324:10087 | 09/05/24 04:16:47 | 1836 | HLT_PFHT280_QuadPFJet30_v8 | 0.006362697    | 0.005970894   |
| 385354:10090 | 09/05/24 23:32:09 | 802  | HLT_PFHT280_QuadPFJet30_v8 | 0.003691471    | 0.003448908   |
| 385355:10090 | 09/06/24 04:45:28 | 946  | HLT_PFHT280_QuadPFJet30_v8 | 0.003827194    | 0.003596442   |
| 385383:10091 | 09/06/24 14:25:32 | 360  | HLT_PFHT280_QuadPFJet30_v8 | 0.001612905    | 0.001508415   |
| 385386:10091 | 09/06/24 17:28:58 | 10   | HLT_PFHT280_QuadPFJet30_v8 | 0.000047171    | 0.000042303   |
| 385387:10091 | 09/06/24 17:43:46 | 363  | HLT_PFHT280_QuadPFJet30_v8 | 0.001719068    | 0.001609661   |
| 385390:10092 | 09/06/24 22:13:08 | 1646 | HLT_PFHT280_QuadPFJet30_v8 | 0.007513928    | 0.007055628   |
| 385391:10092 | 09/07/24 08:58:33 | 542  | HLT_PFHT280_QuadPFJet30_v8 | 0.001795310    | 0.001724238   |
| 385408:10093 | 09/07/24 16:43:27 | 409  | HLT_PFHT280_QuadPFJet30_v8 | 0.001839345    | 0.001735479   |
| 385415:10094 | 09/07/24 21:29:08 | 504  | HLT_PFHT280_QuadPFJet30_v8 | 0.002290779    | 0.002158015   |
| 385422:10095 | 09/08/24 04:08:23 | 1114 | HLT_PFHT280_QuadPFJet30_v8 | 0.005174652    | 0.004804626   |
| 385423:10095 | 09/08/24 11:26:06 | 396  | HLT_PFHT280_QuadPFJet30_v8 | 0.001798134    | 0.001664689   |
| 385424:10095 | 09/08/24 14:01:18 | 636  | HLT_PFHT280_QuadPFJet30_v8 | 0.001918425    | 0.001813053   |
| 385437:10096 | 09/08/24 20:29:56 | 779  | HLT_PFHT280_QuadPFJet30_v8 | 0.003604072    | 0.003352885   |
| 385443:10097 | 09/09/24 03:51:29 | 1555 | HLT_PFHT280_QuadPFJet30_v8 | 0.007138027    | 0.006702382   |
| 385444:10097 | 09/09/24 14:11:45 | 154  | HLT_PFHT280_QuadPFJet30_v8 | 0.000571166    | 0.000543117   |
| 385447:10097 | 09/09/24 15:16:47 | 172  | HLT_PFHT280_QuadPFJet30_v8 | 0.000589850    | 0.000567866   |
| 385474:10098 | 09/09/24 19:24:24 | 719  | HLT_PFHT280_QuadPFJet30_v8 | 0.001651321    | 0.001531967   |
| 385478:10099 | 09/10/24 02:09:42 | 646  | HLT_PFHT280_QuadPFJet30_v8 | 0.002962614    | 0.002684418   |
| 385480:10099 | 09/10/24 06:27:18 | 6    | HLT_PFHT280_QuadPFJet30_v8 | 0.000028303    | 0.000001549   |
| 385481:10099 | 09/10/24 06:33:02 | 104  | HLT_PFHT280_QuadPFJet30_v8 | 0.000491019    | 0.000445880   |
| 385483:10099 | 09/10/24 07:19:45 | 22   | HLT_PFHT280_QuadPFJet30_v8 | 0.000104154    | 0.000091011   |
| 385484:10099 | 09/10/24 07:31:07 | 19   | HLT_PFHT280_QuadPFJet30_v8 | 0.000089378    | 0.000078319   |
| 385511:10100 | 09/10/24 12:07:41 | 104  | HLT_PFHT280_QuadPFJet30_v8 | 0.000393753    | 0.000366190   |
| 385512:10100 | 09/10/24 12:50:54 | 23   | HLT_PFHT280_QuadPFJet30_v8 | 0.000108767    | 0.000092132   |
| 385513:10100 | 09/10/24 13:03:21 | 20   | HLT_PFHT280_QuadPFJet30_v8 | 0.000094491    | 0.000081708   |
| 385514:10100 | 09/10/24 13:14:48 | 26   | HLT_PFHT280_QuadPFJet30_v8 | 0.000123706    | 0.000103051   |
| 385515:10100 | 09/10/24 13:30:08 | 1639 | HLT_PFHT280_QuadPFJet30_v8 | 0.006763892    | 0.006288088   |
| 385618:10107 | 09/12/24 15:36:37 | 157  | HLT_PFHT280_QuadPFJet30_v8 | 0.000664651    | 0.000600844   |
| 385567:10104 | 09/11/24 12:50:43 | 294  | HLT_PFHT280_QuadPFJet30_v8 | 0.001106956    | 0.001032558   |
| 385568:10104 | 09/11/24 14:48:38 | 256  | HLT_PFHT280_QuadPFJet30_v8 | 0.001203291    | 0.001127360   |
| 385589:10105 | 09/11/24 22:31:01 | 210  | HLT_PFHT280_QuadPFJet30_v8 | 0.000902439    | 0.000846584   |
| 385591:10105 | 09/11/24 23:58:17 | 18   | HLT_PFHT280_QuadPFJet30_v8 | 0.000084763    | 0.000048393   |
| 385592:10105 | 09/12/24 00:06:54 | 22   | HLT_PFHT280_QuadPFJet30_v8 | 0.000103881    | 0.000054371   |
| 385604:10105 | 09/12/24 01:44:45 | 1092 | HLT_PFHT280_QuadPFJet30_v8 | 0.005039486    | 0.004744118   |
| 385606:10105 | 09/12/24 08:53:24 | 643  | HLT_PFHT280_QuadPFJet30_v8 | 0.002146628    | 0.002062755   |
| 385619:10107 | 09/12/24 16:43:37 | 98   | HLT_PFHT280_QuadPFJet30_v8 | 0.000464031    | 0.000421386   |
| 385620:10107 | 09/12/24 17:24:53 | 1782 | HLT_PFHT280_QuadPFJet30_v8 | 0.007743175    | 0.007320844   |
| 385697:10109 | 09/13/24 16:26:05 | 31   | HLT_PFHT280_QuadPFJet30_v8 | 0.000063698    | 0.000059244   |
| 385712:10112 | 09/13/24 22:09:19 | 478  | HLT_PFHT280_QuadPFJet30_v8 | 0.002147130    | 0.002014505   |
| 385713:10112 | 09/14/24 01:23:03 | 612  | HLT_PFHT280_QuadPFJet30_v8 | 0.002891587    | 0.002714044   |
| 385727:10115 | 09/14/24 07:48:40 | 512  | HLT_PFHT280_QuadPFJet30_v8 | 0.002364409    | 0.002218107   |
| 385728:10115 | 09/14/24 11:19:03 | 1108 | HLT_PFHT280_QuadPFJet30_v8 | 0.005200183    | 0.004855846   |
| 385738:10116 | 09/14/24 22:12:14 | 1701 | HLT_PFHT280_QuadPFJet30_v8 | 0.007949546    | 0.007406638   |
| 385739:10116 | 09/15/24 09:18:38 | 427  | HLT_PFHT280_QuadPFJet30_v8 | 0.001424476    | 0.001372024   |
| 385754:10117 | 09/15/24 14:03:08 | 102  | HLT_PFHT280_QuadPFJet30_v8 | 0.000378322    | 0.000350590   |
| 385764:10118 | 09/15/24 16:42:49 | 2210 | HLT_PFHT280_QuadPFJet30_v8 | 0.009512134    | 0.008920264   |
| 385799:10119 | 09/16/24 09:38:00 | 14   | HLT_PFHT280_QuadPFJet30_v8 | 0.000019473    | 0.000017391   |
| 385801:10119 | 09/16/24 09:48:04 | 102  | HLT_PFHT280_QuadPFJet30_v8 | 0.000457397    | 0.000427018   |
| 385836:10122 | 09/16/24 18:09:49 | 133  | HLT_PFHT280_QuadPFJet30_v8 | 0.000550850    | 0.000518389   |
| 385842:10122 | 09/16/24 20:25:56 | 1957 | HLT_PFHT280_QuadPFJet30_v8 | 0.008237061    | 0.007755024   |
| 385863:10123 | 09/17/24 11:30:08 | 18   | HLT_PFHT280_QuadPFJet30_v8 | 0.000034152    | 0.000031821   |
| 385882:10125 | 09/17/24 16:05:07 | 103  | HLT_PFHT280_QuadPFJet30_v8 | 0.000402112    | 0.000378824   |
| 385887:10125 | 09/17/24 17:28:59 | 2    | HLT_PFHT280_QuadPFJet30_v8 | 0.000009566    | 0.000006705   |
| 385888:10125 | 09/17/24 17:32:38 | 168  | HLT_PFHT280_QuadPFJet30_v8 | 0.000793258    | 0.000745684   |
| 385889:10125 | 09/17/24 19:03:22 | 1637 | HLT_PFHT280_QuadPFJet30_v8 | 0.007043423    | 0.006625749   |
