#Data tag : 24v2 , Norm tag: composite
+--------------+-------------------+------+-------------------------+----------------+---------------+
| run:fill     | time              | ncms | hltpath                 | delivered(/fb) | recorded(/fb) |
| 386661:10206 | 10/07/24 11:24:15 | 438  | DST_PFScouting_JetHT_v5 | 0.205469222    | 0.184320143   |
| 386668:10207 | 10/07/24 16:23:23 | 347  | DST_PFScouting_JetHT_v5 | 0.159575259    | 0.146234707   |
| 386672:10208 | 10/07/24 21:18:35 | 130  | DST_PFScouting_JetHT_v5 | 0.054559195    | 0.048535323   |
| 386673:10208 | 10/07/24 22:10:35 | 992  | DST_PFScouting_JetHT_v5 | 0.485013610    | 0.451952726   |
| 386679:10209 | 10/08/24 07:20:42 | 357  | DST_PFScouting_JetHT_v5 | 0.165919776    | 0.150953569   |
| 386693:10210 | 10/08/24 12:02:10 | 125  | DST_PFScouting_JetHT_v5 | 0.052288413    | 0.048488196   |
| 386694:10210 | 10/08/24 13:09:16 | 1319 | DST_PFScouting_JetHT_v5 | 0.632541482    | 0.589415300   |
| 386702:10211 | 10/08/24 23:56:26 | 218  | DST_PFScouting_JetHT_v5 | 0.097274006    | 0.089946919   |
| 386703:10211 | 10/09/24 01:23:07 | 488  | DST_PFScouting_JetHT_v5 | 0.238333177    | 0.219819744   |
| 386704:10211 | 10/09/24 05:35:06 | 994  | DST_PFScouting_JetHT_v5 | 0.430846477    | 0.405837669   |
| 386705:10211 | 10/09/24 12:42:44 | 138  | DST_PFScouting_JetHT_v5 | 0.040804123    | 0.039047361   |
| 386764:10214 | 10/10/24 06:50:06 | 149  | DST_PFScouting_JetHT_v5 | 0.041368285    | 0.038799821   |
| 386795:10215 | 10/10/24 14:28:43 | 71   | DST_PFScouting_JetHT_v5 | 0.026042530    | 0.024190770   |
| 386801:10216 | 10/10/24 18:07:18 | 66   | DST_PFScouting_JetHT_v5 | 0.022957637    | 0.021367764   |
| 386814:10216 | 10/10/24 20:18:57 | 250  | DST_PFScouting_JetHT_v5 | 0.121924589    | 0.113816232   |
| 386851:10218 | 10/12/24 00:34:13 | 401  | DST_PFScouting_JetHT_v5 | 0.187264580    | 0.166200066   |
| 386852:10218 | 10/12/24 03:12:23 | 487  | DST_PFScouting_JetHT_v5 | 0.237535614    | 0.220571265   |
| 386853:10218 | 10/12/24 06:53:56 | 42   | DST_PFScouting_JetHT_v5 | 0.020512859    | 0.019249623   |
| 386854:10218 | 10/12/24 07:12:26 | 539  | DST_PFScouting_JetHT_v5 | 0.248046353    | 0.233102235   |
| 386863:10219 | 10/12/24 13:24:38 | 480  | DST_PFScouting_JetHT_v5 | 0.225406178    | 0.204703467   |
| 386864:10219 | 10/12/24 16:34:00 | 1491 | DST_PFScouting_JetHT_v5 | 0.656834108    | 0.613288731   |
| 386872:10222 | 10/13/24 09:29:30 | 171  | DST_PFScouting_JetHT_v5 | 0.074273735    | 0.069331898   |
| 386873:10222 | 10/13/24 10:39:03 | 332  | DST_PFScouting_JetHT_v5 | 0.162098703    | 0.150748663   |
| 386885:10223 | 10/13/24 19:45:43 | 1366 | DST_PFScouting_JetHT_v5 | 0.650345137    | 0.601484298   |
| 386917:10225 | 10/14/24 19:44:49 | 555  | DST_PFScouting_JetHT_v5 | 0.261517793    | 0.241078886   |
| 386924:10226 | 10/15/24 03:42:42 | 1781 | DST_PFScouting_JetHT_v5 | 0.818381040    | 0.756308374   |
| 386925:10226 | 10/15/24 15:21:33 | 172  | DST_PFScouting_JetHT_v5 | 0.058402181    | 0.056197455   |
| 386945:10230 | 10/15/24 23:13:33 | 814  | DST_PFScouting_JetHT_v5 | 0.389133673    | 0.358957759   |
| 386951:10232 | 10/16/24 06:45:06 | 661  | DST_PFScouting_JetHT_v5 | 0.312982569    | 0.291935880   |
+--------------+-------------------+------+-------------------------+----------------+---------------+
#Summary: 
+-------------------------+-------+------+--------+-------------------+------------------+
| hltpath                 | nfill | nrun | ncms   | totdelivered(/fb) | totrecorded(/fb) |
+-------------------------+-------+------+--------+-------------------+------------------+
| DST_PFScouting_JetHT_v1 | 36    | 54   | 27597  | 6.787058100       | 6.484206210      |
| DST_PFScouting_JetHT_v2 | 17    | 39   | 23992  | 8.555034705       | 8.156367779      |
| DST_PFScouting_JetHT_v3 | 25    | 46   | 31514  | 11.814629951      | 11.256488636     |
| DST_PFScouting_JetHT_v4 | 62    | 121  | 69960  | 27.037382975      | 25.382705621     |
| DST_PFScouting_JetHT_v5 | 112   | 212  | 132530 | 56.427992871      | 52.685172615     |
+-------------------------+-------+------+--------+-------------------+------------------+
#Sum delivered : 110.622098603
#Sum recorded : 103.964940861

Warning: problems found in merging -i and --normtag selections:
  in run 379774 [[28, 149], [151, 186]] is not a superset of [[29, 213]]
  in run 379866 [[25, 1372]] is not a superset of [[26, 1375]]
  in run 381113 [[59, 211], [220, 337]] is not a superset of [[60, 305]]
  in run 381309 [[31, 456]] is not a superset of [[32, 457]]
  in run 381417 [[34, 1822]] is not a superset of [[35, 1615], [1622, 1824]]
  in run 381443 [[31, 1550]] is not a superset of [[33, 1118], [1120, 1571]]
  in run 382568 [[29, 435]] is not a superset of [[30, 437]]
  in run 384579 [[31, 570]] is not a superset of [[33, 572]]
  in run 384614 [[33, 1289]] is not a superset of [[35, 1290]]
  in run 384981 [[28, 2132]] is not a superset of [[30, 1212], [1215, 2137]]
  in run 385012 [[47, 323]] is not a superset of [[49, 324]]
  in run 385618 [[30, 79], [81, 152], [157, 204]] is not a superset of [[32, 195]]
#Check JSON:
#(run,ls) in json but not in results: []
