#Data tag : 24v2 , Norm tag: composite
+--------------+-------------------+------+-------------------------+----------------+---------------+
| run:fill     | time              | ncms | hltpath                 | delivered(/fb) | recorded(/fb) |
| 383377:9912  | 07/19/24 03:48:39 | 279  | DST_PFScouting_JetHT_v4 | 0.125675741    | 0.117506218   |
| 383417:9917  | 07/20/24 01:05:27 | 779  | DST_PFScouting_JetHT_v4 | 0.367633872    | 0.341281296   |
| 383418:9917  | 07/20/24 06:11:07 | 917  | DST_PFScouting_JetHT_v4 | 0.087487456    | 0.110367563   |
| 383447:9920  | 07/20/24 20:44:24 | 474  | DST_PFScouting_JetHT_v4 | 0.219744975    | 0.204785081   |
| 383448:9920  | 07/20/24 23:49:52 | 465  | DST_PFScouting_JetHT_v4 | 0.226771261    | 0.208832827   |
| 383449:9920  | 07/21/24 02:51:34 | 1248 | DST_PFScouting_JetHT_v4 | 0.451933516    | 0.433105508   |
| 383467:9921  | 07/21/24 13:30:14 | 177  | DST_PFScouting_JetHT_v4 | 0.074930827    | 0.068788355   |
| 383468:9921  | 07/21/24 14:41:34 | 2148 | DST_PFScouting_JetHT_v4 | 0.822247966    | 0.779020862   |
| 383485:9923  | 07/22/24 08:25:14 | 77   | DST_PFScouting_JetHT_v4 | 0.026079635    | 0.023985753   |
| 383486:9923  | 07/22/24 08:56:37 | 116  | DST_PFScouting_JetHT_v4 | 0.055877506    | 0.046273898   |
| 383487:9923  | 07/22/24 09:47:12 | 2040 | DST_PFScouting_JetHT_v4 | 0.850712471    | 0.800146126   |
| 383496:9925  | 07/23/24 02:52:20 | 181  | DST_PFScouting_JetHT_v4 | 0.079273059    | 0.072808188   |
| 383512:9926  | 07/23/24 06:46:08 | 1755 | DST_PFScouting_JetHT_v4 | 0.795734316    | 0.743506722   |
| 383514:9926  | 07/23/24 19:13:08 | 139  | DST_PFScouting_JetHT_v4 | 0.039087412    | 0.037844904   |
| 383536:9927  | 07/24/24 02:13:47 | 164  | DST_PFScouting_JetHT_v4 | -0.096936245   | -0.092891914  |
| 383537:9927  | 07/24/24 03:19:59 | 76   | DST_PFScouting_JetHT_v4 | 0.037037315    | 0.033085993   |
| 383541:9927  | 07/24/24 04:01:38 | 302  | DST_PFScouting_JetHT_v4 | 0.147092101    | 0.137246353   |
| 383629:9931  | 07/25/24 00:40:18 | 190  | DST_PFScouting_JetHT_v4 | 0.080965548    | 0.076448775   |
| 383630:9931  | 07/25/24 01:56:21 | 295  | DST_PFScouting_JetHT_v4 | 0.139621204    | 0.131771990   |
| 383631:9931  | 07/25/24 03:56:49 | 1675 | DST_PFScouting_JetHT_v4 | 0.608607646    | 0.570373688   |
| 383647:9932  | 07/25/24 17:03:23 | 107  | DST_PFScouting_JetHT_v4 | 0.041292325    | 0.037929493   |
| 383648:9932  | 07/25/24 17:46:40 | 232  | DST_PFScouting_JetHT_v4 | -0.108833735   | -0.101773895  |
| 383649:9932  | 07/25/24 19:18:20 | 342  | DST_PFScouting_JetHT_v4 | 0.166879098    | 0.153987763   |
| 383650:9932  | 07/25/24 21:33:00 | 41   | DST_PFScouting_JetHT_v4 | 0.019996955    | 0.017422947   |
| 383661:9934  | 07/26/24 01:47:35 | 101  | DST_PFScouting_JetHT_v4 | 0.037887784    | 0.034630992   |
| 383662:9934  | 07/26/24 02:30:01 | 177  | DST_PFScouting_JetHT_v4 | 0.086188555    | 0.078623123   |
| 383669:9935  | 07/26/24 05:40:30 | 639  | DST_PFScouting_JetHT_v4 | 0.301825446    | 0.280457448   |
| 383687:9936  | 07/26/24 12:06:39 | 476  | DST_PFScouting_JetHT_v4 | 0.222398744    | 0.205912291   |
| 383692:9937  | 07/26/24 17:20:31 | 859  | DST_PFScouting_JetHT_v4 | 0.407413694    | 0.372048659   |
| 383693:9937  | 07/26/24 22:56:12 | 155  | DST_PFScouting_JetHT_v4 | 0.075363801    | 0.068250770   |
| 383694:9937  | 07/27/24 00:04:45 | 30   | DST_PFScouting_JetHT_v4 | 0.014021043    | 0.008790273   |
| 383695:9937  | 07/27/24 00:19:44 | 739  | DST_PFScouting_JetHT_v4 | 0.283669130    | 0.266640098   |
| 383712:9939  | 07/27/24 08:34:14 | 1552 | DST_PFScouting_JetHT_v4 | 0.717822194    | 0.667435894   |
| 383724:9939  | 07/27/24 19:49:20 | 192  | DST_PFScouting_JetHT_v4 | 0.061954641    | 0.059779227   |
| 383740:9941  | 07/28/24 01:30:34 | 676  | DST_PFScouting_JetHT_v4 | 0.314920584    | 0.289706894   |
| 383741:9941  | 07/28/24 05:57:18 | 574  | DST_PFScouting_JetHT_v4 | 0.083565910    | 0.071272851   |
| 383756:9942  | 07/28/24 12:25:37 | 1365 | DST_PFScouting_JetHT_v4 | 0.638851484    | 0.593227851   |
| 383758:9942  | 07/28/24 21:50:52 | 25   | DST_PFScouting_JetHT_v4 | 0.009579673    | 0.008984129   |
| 383767:9943  | 07/29/24 00:29:10 | 1603 | DST_PFScouting_JetHT_v4 | 0.711709381    | 0.656382446   |
| 383779:9943  | 07/29/24 10:56:46 | 173  | DST_PFScouting_JetHT_v4 | 0.058137853    | 0.055796997   |
| 383811:9945  | 07/29/24 16:52:12 | 41   | DST_PFScouting_JetHT_v5 | 0.013117829    | 0.011277490   |
| 383812:9945  | 07/29/24 17:11:17 | 338  | DST_PFScouting_JetHT_v5 | 0.164879330    | 0.148482458   |
| 383813:9945  | 07/29/24 19:26:00 | 104  | DST_PFScouting_JetHT_v5 | 0.050648666    | 0.046168967   |
| 383814:9945  | 07/29/24 20:12:38 | 1244 | DST_PFScouting_JetHT_v5 | 0.552183288    | 0.516293948   |
| 383830:9947  | 07/30/24 08:01:55 | 124  | DST_PFScouting_JetHT_v5 | 0.052653245    | 0.046428710   |
| 383832:9947  | 07/30/24 08:59:00 | 405  | DST_PFScouting_JetHT_v5 | 0.197862574    | 0.176920074   |
| 383833:9947  | 07/30/24 11:39:37 | 173  | DST_PFScouting_JetHT_v5 | 0.084462990    | 0.077340669   |
| 383834:9947  | 07/30/24 12:49:56 | 438  | DST_PFScouting_JetHT_v5 | 0.211337941    | 0.195640062   |
| 383854:9951  | 07/30/24 20:32:22 | 1088 | DST_PFScouting_JetHT_v5 | 0.522252922    | 0.477702432   |
| 383855:9951  | 07/31/24 03:37:50 | 905  | DST_PFScouting_JetHT_v5 | 0.316077140    | 0.298321322   |
| 383900:9960  | 07/31/24 15:53:42 | 29   | DST_PFScouting_JetHT_v5 | 0.007608002    | 0.007254339   |
| 383907:9962  | 08/01/24 01:35:28 | 615  | DST_PFScouting_JetHT_v5 | 0.291844995    | 0.263918743   |
| 383908:9962  | 08/01/24 05:40:03 | 16   | DST_PFScouting_JetHT_v5 | 0.007796309    | 0.006825117   |
| 383948:9967  | 08/01/24 21:31:59 | 882  | DST_PFScouting_JetHT_v5 | 0.363278251    | 0.331404129   |
| 383949:9967  | 08/02/24 03:17:58 | 905  | DST_PFScouting_JetHT_v5 | 0.384975341    | 0.363972113   |
| 383996:9969  | 08/02/24 14:25:58 | 2192 | DST_PFScouting_JetHT_v5 | 0.910386584    | 0.859871549   |
| 384014:9970  | 08/03/24 07:49:48 | 378  | DST_PFScouting_JetHT_v5 | 0.168047477    | 0.157862884   |
| 384029:9971  | 08/03/24 12:39:06 | 443  | DST_PFScouting_JetHT_v5 | 0.199430494    | 0.186765612   |
| 384052:9973  | 08/04/24 01:26:33 | 2135 | DST_PFScouting_JetHT_v5 | 0.893208320    | 0.838121041   |
| 384069:9974  | 08/04/24 17:15:47 | 1220 | DST_PFScouting_JetHT_v5 | 0.566243522    | 0.512757795   |
| 384070:9974  | 08/05/24 01:14:33 | 678  | DST_PFScouting_JetHT_v5 | 0.252832404    | 0.239685194   |
| 384124:9978  | 08/05/24 19:07:55 | 69   | DST_PFScouting_JetHT_v5 | 0.022908399    | 0.020280980   |
| 384126:9978  | 08/05/24 19:39:34 | 20   | DST_PFScouting_JetHT_v5 | 0.009409752    | 0.006196515   |
| 384127:9978  | 08/05/24 19:50:44 | 15   | DST_PFScouting_JetHT_v5 | 0.007085763    | 0.006211409   |
| 384128:9978  | 08/05/24 20:00:38 | 1613 | DST_PFScouting_JetHT_v5 | 0.723393946    | 0.679108523   |
| 384187:9982  | 08/06/24 20:53:18 | 384  | DST_PFScouting_JetHT_v5 | 0.165075668    | 0.152179666   |
| 384188:9982  | 08/06/24 23:24:44 | 255  | DST_PFScouting_JetHT_v5 | 0.120536571    | 0.112482916   |
| 384202:9983  | 08/07/24 12:18:48 | 1760 | DST_PFScouting_JetHT_v5 | 0.778186900    | 0.732694640   |
| 384203:9983  | 08/07/24 23:45:17 | 8    | DST_PFScouting_JetHT_v5 | 0.002684476    | 0.002246752   |
| 384204:9983  | 08/07/24 23:51:26 | 215  | DST_PFScouting_JetHT_v5 | 0.066824070    | 0.063085385   |
| 384209:9984  | 08/08/24 07:07:55 | 783  | DST_PFScouting_JetHT_v5 | 0.361196376    | 0.335666138   |
| 384238:9986  | 08/08/24 17:13:57 | 493  | DST_PFScouting_JetHT_v5 | 0.223888574    | 0.208468324   |
| 384239:9986  | 08/08/24 20:45:15 | 1321 | DST_PFScouting_JetHT_v5 | 0.564535286    | 0.533833280   |
| 384244:9986  | 08/09/24 06:26:50 | 146  | DST_PFScouting_JetHT_v5 | 0.041740360    | 0.040442152   |
| 384264:9987  | 08/09/24 11:29:13 | 969  | DST_PFScouting_JetHT_v5 | 0.398341741    | 0.368494320   |
| 384265:9987  | 08/09/24 17:49:26 | 408  | DST_PFScouting_JetHT_v5 | 0.187858205    | 0.175941561   |
| 384290:9989  | 08/10/24 20:15:12 | 111  | DST_PFScouting_JetHT_v5 | 0.052207315    | 0.045198273   |
| 384291:9989  | 08/10/24 21:33:54 | 1630 | DST_PFScouting_JetHT_v5 | 0.596047253    | 0.559624545   |
| 384318:9992  | 08/11/24 12:35:40 | 33   | DST_PFScouting_JetHT_v5 | 0.006793383    | 0.006442002   |
| 384322:9994  | 08/11/24 18:20:51 | 697  | DST_PFScouting_JetHT_v5 | 0.320912994    | 0.296798061   |
| 384323:9994  | 08/11/24 22:57:34 | 432  | DST_PFScouting_JetHT_v5 | 0.204234527    | 0.190735480   |
| 384331:9995  | 08/12/24 03:58:07 | 590  | DST_PFScouting_JetHT_v5 | 0.270133359    | 0.249340047   |
| 384332:9995  | 08/12/24 07:49:44 | 529  | DST_PFScouting_JetHT_v5 | 0.249906901    | 0.232187507   |
| 384377:9996  | 08/12/24 18:27:38 | 394  | DST_PFScouting_JetHT_v5 | 0.176983274    | 0.163017624   |
| 384378:9996  | 08/12/24 21:06:29 | 168  | DST_PFScouting_JetHT_v5 | 0.079248645    | 0.072147741   |
| 384380:9996  | 08/12/24 22:50:43 | 27   | DST_PFScouting_JetHT_v5 | 0.012801734    | 0.011659190   |
| 384382:9996  | 08/12/24 23:17:40 | 159  | DST_PFScouting_JetHT_v5 | 0.075090348    | 0.069747859   |
| 384383:9996  | 08/13/24 01:10:37 | 1000 | DST_PFScouting_JetHT_v5 | 0.347426777    | 0.327429809   |
| 384406:10000 | 08/13/24 14:20:29 | 599  | DST_PFScouting_JetHT_v5 | 0.272459432    | 0.254749393   |
| 384413:10001 | 08/13/24 20:26:14 | 1950 | DST_PFScouting_JetHT_v5 | 0.836264577    | 0.785078671   |
| 384446:10002 | 08/14/24 12:08:34 | 244  | DST_PFScouting_JetHT_v5 | 0.112836092    | 0.104970033   |
| 384464:10004 | 08/14/24 18:47:13 | 248  | DST_PFScouting_JetHT_v5 | 0.106510712    | 0.099574353   |
| 384468:10005 | 08/14/24 23:38:21 | 1912 | DST_PFScouting_JetHT_v5 | 0.823416865    | 0.764671838   |
| 384485:10006 | 08/15/24 14:45:03 | 94   | DST_PFScouting_JetHT_v5 | 0.030501827    | 0.028355344   |
| 384486:10006 | 08/15/24 15:25:50 | 34   | DST_PFScouting_JetHT_v5 | 0.016056053    | 0.014403081   |
| 384487:10006 | 08/15/24 15:42:19 | 30   | DST_PFScouting_JetHT_v5 | 0.014189140    | 0.012818247   |
| 384489:10006 | 08/15/24 16:02:32 | 29   | DST_PFScouting_JetHT_v5 | 0.013695729    | 0.012130313   |
| 384490:10006 | 08/15/24 16:17:13 | 31   | DST_PFScouting_JetHT_v5 | 0.014621219    | 0.013151201   |
| 384491:10006 | 08/15/24 16:32:41 | 31   | DST_PFScouting_JetHT_v5 | 0.014607448    | 0.013352745   |
| 384492:10006 | 08/15/24 16:48:32 | 1611 | DST_PFScouting_JetHT_v5 | 0.542259279    | 0.506615246   |
| 384565:10010 | 08/16/24 21:29:08 | 1711 | DST_PFScouting_JetHT_v5 | 0.713077328    | 0.658995395   |
| 384579:10012 | 08/17/24 11:16:57 | 538  | DST_PFScouting_JetHT_v5 | 0.156761318    | 0.141248708   |
| 384591:10013 | 08/17/24 17:20:39 | 157  | DST_PFScouting_JetHT_v5 | 0.060342054    | 0.055106482   |
| 384593:10013 | 08/17/24 18:32:49 | 137  | DST_PFScouting_JetHT_v5 | 0.064809940    | 0.059915844   |
| 384610:10014 | 08/17/24 22:43:48 | 405  | DST_PFScouting_JetHT_v5 | 0.148826978    | 0.141522786   |
| 384614:10016 | 08/18/24 05:44:59 | 1255 | DST_PFScouting_JetHT_v5 | 0.578464648    | 0.537135576   |
| 385016:10061 | 08/26/24 19:27:38 | 773  | DST_PFScouting_JetHT_v5 | 0.356418437    | 0.333057020   |
| 384638:10017 | 08/18/24 17:19:49 | 532  | DST_PFScouting_JetHT_v5 | 0.242816834    | 0.215016435   |
| 384644:10017 | 08/18/24 21:25:07 | 1046 | DST_PFScouting_JetHT_v5 | 0.464144358    | 0.422844908   |
| 384933:10049 | 08/23/24 19:17:08 | 623  | DST_PFScouting_JetHT_v5 | 0.283044663    | 0.264917993   |
| 384934:10049 | 08/23/24 23:22:15 | 4    | DST_PFScouting_JetHT_v5 | 0.001838375    | 0.001653911   |
| 384935:10049 | 08/23/24 23:30:44 | 1327 | DST_PFScouting_JetHT_v5 | 0.535944924    | 0.513185231   |
| 384950:10050 | 08/24/24 09:59:15 | 176  | DST_PFScouting_JetHT_v5 | 0.075239550    | 0.068030752   |
| 384951:10050 | 08/24/24 11:11:49 | 961  | DST_PFScouting_JetHT_v5 | 0.455305213    | 0.427961066   |
| 384963:10052 | 08/24/24 21:20:42 | 2106 | DST_PFScouting_JetHT_v5 | 0.914764085    | 0.865539193   |
| 384981:10056 | 08/25/24 14:30:56 | 2101 | DST_PFScouting_JetHT_v5 | 0.911042050    | 0.861979537   |
| 385012:10059 | 08/26/24 14:29:58 | 275  | DST_PFScouting_JetHT_v5 | 0.119112341    | 0.110952990   |
| 385094:10066 | 08/28/24 20:30:28 | 951  | DST_PFScouting_JetHT_v5 | 0.440651471    | 0.414204485   |
| 385100:10068 | 08/29/24 06:12:48 | 17   | DST_PFScouting_JetHT_v5 | 0.003017832    | 0.002818485   |
| 385127:10069 | 08/29/24 11:21:07 | 2039 | DST_PFScouting_JetHT_v5 | 0.871146020    | 0.825127885   |
| 385134:10070 | 08/30/24 02:46:58 | 304  | DST_PFScouting_JetHT_v5 | 0.134076405    | 0.126146800   |
| 385142:10072 | 08/30/24 07:48:37 | 1936 | DST_PFScouting_JetHT_v5 | 0.830723178    | 0.784410647   |
| 385152:10073 | 08/31/24 00:23:41 | 1160 | DST_PFScouting_JetHT_v5 | 0.535344355    | 0.498892222   |
| 385153:10073 | 08/31/24 07:59:36 | 852  | DST_PFScouting_JetHT_v5 | 0.325242263    | 0.309915145   |
| 385168:10074 | 08/31/24 17:44:44 | 2056 | DST_PFScouting_JetHT_v5 | 0.884702016    | 0.836420947   |
| 385178:10075 | 09/01/24 09:25:43 | 504  | DST_PFScouting_JetHT_v5 | 0.067686738    | 0.060998309   |
| 385194:10077 | 09/01/24 18:18:28 | 1401 | DST_PFScouting_JetHT_v5 | 0.495058826    | 0.460024641   |
| 385260:10082 | 09/03/24 09:38:15 | 543  | DST_PFScouting_JetHT_v5 | 0.193764900    | 0.180173283   |
| 385281:10084 | 09/03/24 18:30:31 | 1385 | DST_PFScouting_JetHT_v5 | 0.584065335    | 0.548378010   |
| 385284:10084 | 09/04/24 04:04:19 | 133  | DST_PFScouting_JetHT_v5 | 0.052594513    | 0.050171150   |
| 385285:10084 | 09/04/24 05:07:39 | 289  | DST_PFScouting_JetHT_v5 | 0.100042140    | 0.093605665   |
| 385286:10084 | 09/04/24 07:10:58 | 1447 | DST_PFScouting_JetHT_v5 | 0.347275463    | 0.337701560   |
| 385311:10086 | 09/04/24 20:10:28 | 106  | DST_PFScouting_JetHT_v5 | 0.038387977    | 0.032396428   |
| 385312:10086 | 09/04/24 20:55:00 | 430  | DST_PFScouting_JetHT_v5 | 0.203847752    | 0.190825719   |
| 385324:10087 | 09/05/24 04:16:47 | 1836 | DST_PFScouting_JetHT_v5 | 0.636269739    | 0.597089440   |
| 385354:10090 | 09/05/24 23:32:09 | 802  | DST_PFScouting_JetHT_v5 | 0.369147064    | 0.344890800   |
| 385355:10090 | 09/06/24 04:45:28 | 946  | DST_PFScouting_JetHT_v5 | 0.382719442    | 0.359644199   |
| 385383:10091 | 09/06/24 14:25:32 | 360  | DST_PFScouting_JetHT_v5 | 0.161290498    | 0.150841525   |
| 385386:10091 | 09/06/24 17:28:58 | 10   | DST_PFScouting_JetHT_v5 | 0.004717060    | 0.004230266   |
| 385387:10091 | 09/06/24 17:43:46 | 363  | DST_PFScouting_JetHT_v5 | 0.171906837    | 0.160966087   |
| 385390:10092 | 09/06/24 22:13:08 | 1646 | DST_PFScouting_JetHT_v5 | 0.751392836    | 0.705562819   |
| 385391:10092 | 09/07/24 08:58:33 | 542  | DST_PFScouting_JetHT_v5 | 0.179531043    | 0.172423822   |
| 385408:10093 | 09/07/24 16:43:27 | 409  | DST_PFScouting_JetHT_v5 | 0.183934526    | 0.173547933   |
| 385415:10094 | 09/07/24 21:29:08 | 504  | DST_PFScouting_JetHT_v5 | 0.229077949    | 0.215801532   |
| 385422:10095 | 09/08/24 04:08:23 | 1114 | DST_PFScouting_JetHT_v5 | 0.517465226    | 0.480462566   |
| 385423:10095 | 09/08/24 11:26:06 | 396  | DST_PFScouting_JetHT_v5 | 0.179813437    | 0.166468928   |
| 385424:10095 | 09/08/24 14:01:18 | 636  | DST_PFScouting_JetHT_v5 | 0.191842475    | 0.181305267   |
| 385437:10096 | 09/08/24 20:29:56 | 779  | DST_PFScouting_JetHT_v5 | 0.360407180    | 0.335288472   |
| 385443:10097 | 09/09/24 03:51:29 | 1555 | DST_PFScouting_JetHT_v5 | 0.713802730    | 0.670238231   |
| 385444:10097 | 09/09/24 14:11:45 | 154  | DST_PFScouting_JetHT_v5 | 0.057116621    | 0.054311750   |
| 385447:10097 | 09/09/24 15:16:47 | 172  | DST_PFScouting_JetHT_v5 | 0.058984982    | 0.056786555   |
| 385474:10098 | 09/09/24 19:24:24 | 719  | DST_PFScouting_JetHT_v5 | 0.165132084    | 0.153196723   |
| 385478:10099 | 09/10/24 02:09:42 | 646  | DST_PFScouting_JetHT_v5 | 0.296261358    | 0.268441753   |
| 385480:10099 | 09/10/24 06:27:18 | 6    | DST_PFScouting_JetHT_v5 | 0.002830347    | 0.000154913   |
| 385481:10099 | 09/10/24 06:33:02 | 104  | DST_PFScouting_JetHT_v5 | 0.049101869    | 0.044587971   |
| 385483:10099 | 09/10/24 07:19:45 | 22   | DST_PFScouting_JetHT_v5 | 0.010415418    | 0.009101075   |
| 385484:10099 | 09/10/24 07:31:07 | 19   | DST_PFScouting_JetHT_v5 | 0.008937838    | 0.007831889   |
| 385511:10100 | 09/10/24 12:07:41 | 104  | DST_PFScouting_JetHT_v5 | 0.039375273    | 0.036618975   |
| 385512:10100 | 09/10/24 12:50:54 | 23   | DST_PFScouting_JetHT_v5 | 0.010876717    | 0.009213152   |
| 385513:10100 | 09/10/24 13:03:21 | 20   | DST_PFScouting_JetHT_v5 | 0.009449110    | 0.008170807   |
| 385514:10100 | 09/10/24 13:14:48 | 26   | DST_PFScouting_JetHT_v5 | 0.012370642    | 0.010305128   |
| 385515:10100 | 09/10/24 13:30:08 | 1639 | DST_PFScouting_JetHT_v5 | 0.676389180    | 0.628808758   |
| 385618:10107 | 09/12/24 15:36:37 | 157  | DST_PFScouting_JetHT_v5 | 0.066465059    | 0.060084437   |
| 385567:10104 | 09/11/24 12:50:43 | 294  | DST_PFScouting_JetHT_v5 | 0.110695583    | 0.103255841   |
| 385568:10104 | 09/11/24 14:48:38 | 256  | DST_PFScouting_JetHT_v5 | 0.120329135    | 0.112736010   |
| 385589:10105 | 09/11/24 22:31:01 | 210  | DST_PFScouting_JetHT_v5 | 0.090243918    | 0.084658441   |
| 385591:10105 | 09/11/24 23:58:17 | 18   | DST_PFScouting_JetHT_v5 | 0.008476272    | 0.004839333   |
| 385592:10105 | 09/12/24 00:06:54 | 22   | DST_PFScouting_JetHT_v5 | 0.010388121    | 0.005437117   |
| 385604:10105 | 09/12/24 01:44:45 | 1092 | DST_PFScouting_JetHT_v5 | 0.503948625    | 0.474411797   |
| 385606:10105 | 09/12/24 08:53:24 | 643  | DST_PFScouting_JetHT_v5 | 0.214662818    | 0.206275476   |
| 385619:10107 | 09/12/24 16:43:37 | 98   | DST_PFScouting_JetHT_v5 | 0.046403078    | 0.042138605   |
| 385620:10107 | 09/12/24 17:24:53 | 1782 | DST_PFScouting_JetHT_v5 | 0.774317504    | 0.732084400   |
| 385697:10109 | 09/13/24 16:26:05 | 31   | DST_PFScouting_JetHT_v5 | 0.006369843    | 0.005924434   |
| 385712:10112 | 09/13/24 22:09:19 | 478  | DST_PFScouting_JetHT_v5 | 0.214713049    | 0.201450535   |
| 385713:10112 | 09/14/24 01:23:03 | 612  | DST_PFScouting_JetHT_v5 | 0.289158669    | 0.271404388   |
| 385727:10115 | 09/14/24 07:48:40 | 512  | DST_PFScouting_JetHT_v5 | 0.236440859    | 0.221810699   |
| 385728:10115 | 09/14/24 11:19:03 | 1108 | DST_PFScouting_JetHT_v5 | 0.520018289    | 0.485584571   |
| 385738:10116 | 09/14/24 22:12:14 | 1701 | DST_PFScouting_JetHT_v5 | 0.794954575    | 0.740663786   |
| 385739:10116 | 09/15/24 09:18:38 | 427  | DST_PFScouting_JetHT_v5 | 0.142447604    | 0.137202381   |
| 385754:10117 | 09/15/24 14:03:08 | 102  | DST_PFScouting_JetHT_v5 | 0.037832171    | 0.035059018   |
| 385764:10118 | 09/15/24 16:42:49 | 2210 | DST_PFScouting_JetHT_v5 | 0.951213430    | 0.892026369   |
| 385799:10119 | 09/16/24 09:38:00 | 14   | DST_PFScouting_JetHT_v5 | 0.001947297    | 0.001739081   |
| 385801:10119 | 09/16/24 09:48:04 | 102  | DST_PFScouting_JetHT_v5 | 0.045739732    | 0.042701780   |
| 385836:10122 | 09/16/24 18:09:49 | 133  | DST_PFScouting_JetHT_v5 | 0.055084961    | 0.051838928   |
| 385842:10122 | 09/16/24 20:25:56 | 1957 | DST_PFScouting_JetHT_v5 | 0.823706065    | 0.775502440   |
| 385863:10123 | 09/17/24 11:30:08 | 18   | DST_PFScouting_JetHT_v5 | 0.003415166    | 0.003182061   |
| 385882:10125 | 09/17/24 16:05:07 | 103  | DST_PFScouting_JetHT_v5 | 0.040211168    | 0.037882408   |
| 385887:10125 | 09/17/24 17:28:59 | 2    | DST_PFScouting_JetHT_v5 | 0.000956552    | 0.000670514   |
| 385888:10125 | 09/17/24 17:32:38 | 168  | DST_PFScouting_JetHT_v5 | 0.079325788    | 0.074568446   |
| 385889:10125 | 09/17/24 19:03:22 | 1637 | DST_PFScouting_JetHT_v5 | 0.704342270    | 0.662574877   |
| 385908:10126 | 09/18/24 07:53:51 | 857  | DST_PFScouting_JetHT_v5 | 0.398309020    | 0.371630683   |
| 385915:10126 | 09/18/24 13:31:00 | 626  | DST_PFScouting_JetHT_v5 | 0.291886965    | 0.271180004   |
| 385933:10127 | 09/18/24 20:18:21 | 171  | DST_PFScouting_JetHT_v5 | 0.072312528    | 0.066001787   |
| 385934:10127 | 09/18/24 21:29:03 | 1229 | DST_PFScouting_JetHT_v5 | 0.574259322    | 0.535336734   |
| 385986:10130 | 09/19/24 22:32:34 | 1995 | DST_PFScouting_JetHT_v5 | 0.881769812    | 0.822547044   |
| 386006:10132 | 09/20/24 16:00:56 | 17   | DST_PFScouting_JetHT_v5 | 0.006286953    | 0.005508777   |
| 386008:10132 | 09/20/24 16:13:06 | 49   | DST_PFScouting_JetHT_v5 | 0.023038497    | 0.018711462   |
| 386010:10132 | 09/20/24 16:39:00 | 902  | DST_PFScouting_JetHT_v5 | 0.261616952    | 0.241988978   |
| 386025:10134 | 09/21/24 03:26:38 | 1858 | DST_PFScouting_JetHT_v5 | 0.839464545    | 0.786410765   |
| 386279:10139 | 09/25/24 19:45:30 | 213  | DST_PFScouting_JetHT_v5 | 0.090608984    | 0.085630689   |
| 386285:10141 | 09/26/24 05:07:10 | 206  | DST_PFScouting_JetHT_v5 | 0.088821029    | 0.077891053   |
| 386308:10142 | 09/26/24 10:25:39 | 144  | DST_PFScouting_JetHT_v5 | 0.060664512    | 0.057026501   |
| 386313:10143 | 09/26/24 13:48:04 | 85   | DST_PFScouting_JetHT_v5 | 0.032404883    | 0.030763649   |
| 386319:10144 | 09/26/24 16:26:23 | 702  | DST_PFScouting_JetHT_v5 | 0.321985863    | 0.304880021   |
| 386478:10189 | 10/02/24 05:25:34 | 405  | DST_PFScouting_JetHT_v5 | 0.177307837    | 0.169060566   |
| 386505:10190 | 10/02/24 16:45:21 | 285  | DST_PFScouting_JetHT_v5 | 0.122307017    | 0.113142111   |
| 386509:10190 | 10/02/24 18:48:15 | 1032 | DST_PFScouting_JetHT_v5 | 0.472553810    | 0.444940939   |
| 386553:10197 | 10/03/24 15:18:13 | 857  | DST_PFScouting_JetHT_v5 | 0.406073500    | 0.379080452   |
| 386554:10197 | 10/03/24 20:54:36 | 1005 | DST_PFScouting_JetHT_v5 | 0.433192989    | 0.412413916   |
| 386592:10199 | 10/04/24 12:52:01 | 414  | DST_PFScouting_JetHT_v5 | 0.042547747    | 0.038168857   |
| 386593:10199 | 10/04/24 15:46:38 | 652  | DST_PFScouting_JetHT_v5 | 0.318274968    | 0.298663817   |
| 386594:10199 | 10/04/24 20:20:35 | 871  | DST_PFScouting_JetHT_v5 | 0.153090525    | 0.142146220   |
| 386604:10200 | 10/05/24 08:06:58 | 2002 | DST_PFScouting_JetHT_v5 | 0.898405295    | 0.839477315   |
| 386605:10200 | 10/05/24 21:08:51 | 155  | DST_PFScouting_JetHT_v5 | 0.046244965    | 0.044711541   |
| 386614:10201 | 10/06/24 00:32:57 | 754  | DST_PFScouting_JetHT_v5 | 0.359024653    | 0.331437857   |
| 386615:10201 | 10/06/24 05:27:39 | 37   | DST_PFScouting_JetHT_v5 | 0.018022474    | 0.015984860   |
| 386616:10201 | 10/06/24 05:44:36 | 127  | DST_PFScouting_JetHT_v5 | 0.062064130    | 0.057227736   |
| 386617:10201 | 10/06/24 06:35:53 | 70   | DST_PFScouting_JetHT_v5 | 0.034196587    | 0.031707794   |
| 386618:10201 | 10/06/24 07:04:34 | 952  | DST_PFScouting_JetHT_v5 | 0.396845955    | 0.377383279   |
| 386629:10202 | 10/06/24 15:27:34 | 65   | DST_PFScouting_JetHT_v5 | 0.020315053    | 0.018559629   |
| 386630:10202 | 10/06/24 15:54:10 | 28   | DST_PFScouting_JetHT_v5 | 0.012779570    | 0.011608964   |
| 386640:10204 | 10/06/24 20:23:38 | 1161 | DST_PFScouting_JetHT_v5 | 0.557072910    | 0.515849448   |
| 386642:10204 | 10/07/24 03:59:03 | 716  | DST_PFScouting_JetHT_v5 | 0.288644757    | 0.272393792   |
